Название,Описание,Регион,Город,Имя,Email,Сайт,Телефоны,Адрес
Администрация МР Татышлинский район Республики Башкортостан,,Республика Башкортостан,Татышлинский район,Глава: Шайхисламов Фанур Рафисович,adm36@bashkortostan.ru,https://tatyshlinski.bashkortostan.ru/,(34778) 2-11-56,"452830, с. Верхние Татышлы, Ленина, 71"
Администрация МР Уфимский район Республики Башкортостан,,Республика Башкортостан,Уфимский район,Глава: Ельников Николай Павлович,adm37@bashkortostan.ru,https://ufim.bashkortostan.ru/,"(347) 272-23-47, 273-82-36, 273-49-71","450057, г. Уфа, Цюрупы, 6"
Администрация МР Учалинский район РБ,,Республика Башкортостан,Учалинский район,Глава: Гилязетдинов Руслан Галиянович,adm61@bashkortostan.ru,https://uchaly.bashkortostan.ru/,"(34791) 6-12-47, 6-21-33","453700, г. Учалы, К. Маркса, 20"
Администрация МР Федоровский район Республики Башкортостан,,Республика Башкортостан,Фёдоровский район,Глава: Насретдинов Венер Фаритович,adm38@bashkortostan.ru,https://fedorovka.bashkortostan.ru/,"(34746) 2-21-32, 2-76-61","453280, с. Федоровка, Ленина, 48"
Администрация МР Хайбуллинский район РБ,,Республика Башкортостан,Хайбуллинский район,Глава: Шарипов Рустам Динисламович,adm39@bashkortostan.ru,https://haibulla.bashkortostan.ru/,"(34758) 2-15-00, 2-18-01, 2-15-35, 2-11-46","453800, с. Акъяр, пр-кт Салавата Юлаева, 45"
Администрация МР Чекмагушевский район Республики Башкортостан,,Республика Башкортостан,Чекмагушевский район,Глава: Ямалеев Реканс Фанилевич,adm40@bashkortostan.ru,https://chekmagush.bashkortostan.ru/,"(34796) 3-11-38, 3-17-92, 3-14-40","452200, с. Чекмагуш, Ленина, 55"
Администрация МР Шаранский район Республики Башкортостан,,Республика Башкортостан,Шаранский район,Глава: Ахмадуллин Марат Замирович,adm42@bashkortostan.ru,https://sharan.bashkortostan.ru/,"(34769) 2-11-30, 2-10-34","452630, с. Шаран, Пролетарская, 1"
Администрация МР Янаульский район Республики Башкортостан,,Республика Башкортостан,Янаульский район,Глава: Гильмиев Салават Назирович,adm62@bashkortostan.ru,https://yanaul.bashkortostan.ru/,"(34760) 5-44-67, 5-44-78, 5-22-67","452800, г. Янаул, Азина, 30"
Администрация Муниципального района Бураевский район,,Республика Башкортостан,Бураевский район,Глава: Гараев Рушан Кадимович,adm12@bashkortostan.ru,https://buraevo.bashkortostan.ru/,"(34756) 2-17-34, 2-10-22","452960, с. Бураево, Ленина, 66"
Администрация Муниципального района Туймазинский район,,Республика Башкортостан,Туймазинский район,Глава: Мусин Булат Мирзалифович,adm60@bashkortostan.ru,https://tuimazy.bashkortostan.ru/,"(34782) 7-99-03, (34782) 7-99-01, 7-50-51","452755, г. Туймазы, Островского, 34"
«Белебеевский ИКЦ» МБУ,,Республика Башкортостан,Белебеевский район,И.о. дир.: Ануфриева Наталья Витальевна,iks34@cckrb.ru,,"(34786) 4-10-78, (34786) 3-14-70","452005, г. Белебей, Красная, 116"
«Бурзянский ИКЦ» МБУ,,Республика Башкортостан,Бурзянский район,Дир.: Шарипов Айгиз Юлаевич,bursaniks@mail.ru,,"(34755) 3-62-42, 3-53-53","453580, с. Старосубхангулово, Ленина, 86"
«Гафурийский ИКЦ» МБУ,,Республика Башкортостан,Гафурийский район,И.о. дир.: Идрисов Илдар Фаритович,,,"(34740) 2-19-02, 2-13-47, (34740) 2-21-90","453050, Гафурийский р-н, с. Красноусольский, Октябрьская, 2"
«ИКЦ МР Архангельский район РБ» МБУ,,Республика Башкортостан,Архангельский район,Дир.: Юсупов Фидан Азаматович,"iks32@cckrb.ru, iks32.00@mail.ru",,"(34774) 2-14-50, (34774) 2-14-05","453030, с. Архангельское, Советская, 35"
Информационно-консультационный центр по с/х МР Калтасинский район Республики Башкортостан,,Республика Башкортостан,Калтасинский район,Нач.: Шамсутдинов Игорь Алексеевич,,,"(34779) 4-24-80, (34779) 4-25-80, 8-917-777-6082","452860, с. Калтасы, К. Маркса, 51"
«Ишимбайский ИКЦ» МБУ,,Республика Башкортостан,Ишимбайский район,Дир.: Гайнуллина Диана Рамилевна,,,"(34794) 2-45-11, 2-44-69, 4-03-13, 2-34-13, 4-01-67, 2-30-41","453200, г. Ишимбай, Революционная, 3"
МБУ Белокатайский ИКЦ,,Республика Башкортостан,Белокатайский район,Дир.: Хурамшин Ирик Галимьянович,adm08@bashkortostan.ru,"https://belokatai.bashkortostan.ru/, https://belokatai.bashkortostan.ru/","(34750) 2-11-43, 2-14-19","452580, с. Новобелокатай, Советская, 116"
Министерство сельского хозяйства Республики Башкортостан,,Республика Башкортостан,Уфа г.,Зам. премьер-министра Правительства РБ - министр с/х РБ: Фазрахманов Ильшат Ильдусович,"mcx@bashkortostan.ru, sekretar3@bashkortostan.ru, Ahmetov.IH@bashkortostan.ru, Valitov.FR@bashkortostan.ru, surakov.ii@bashkortostan.ru, khannanov.fr@bashkortostan.ru",,"(347) 218-06-00, 218-05-50, 218-05-99, 218-06-04, 218-05-65, 218-06-01, 218-06-05","450008, г. Уфа, Пушкина, 106"
"Отд. с/х, природопользования и экологии администрации МР Ишимбайский район Республики Башкортостан",,Республика Башкортостан,Ишимбайский район,Нач.: Мухаметзянов Рустам Рамилевич,adm51@bashkortostan.ru,https://ishimbaimr.bashkortostan.ru/,"(34794) 2-34-38, (34794) 3-37-76","453200, г. Ишимбай, пр-кт Ленина, 60"
"Отдел агропромышленного сектора, анализа и прогнозирования потребительского рынка и услуг администрации МР Белорецкий район Республики Башкортостан",,Республика Башкортостан,Белорецкий район,Нач.: Идрисова Олеся Хафизовна,46.idrisova.oh@bashkortostan.ru,"https://beloretsk.bashkortostan.ru/, https://beloretsk.bashkortostan.ru/",(34792) 3-38-28,"453511, г. Белорецк, Ленина, 71"
Отдел АПК администрации МР Стерлибашевский район Республики Башкортостан,,Республика Башкортостан,Стерлибашевский район,,ster-ush@yandex.ru,https://sterlibash.bashkortostan.ru/,"(34739) 2-21-05, (34739) 2-20-30","453180, с. Стерлибашево, Карла Маркса, 97"
"Отдел по с/х, потребительскому рынку, муниципальному контролю и охране окружающей среды администрации МР Балтачевский район Республики Башкортостан",,Республика Башкортостан,Балтачевский район,Нач.: Галиакберов Вадим Ралифович,adm07@bashkortostan.ru,https://baltachevo.bashkortostan.ru/,"(34753) 2-00-17, 2-17-70","452980, с. Старобалтачево, Советская, 48"
Отдел развития агропромышленного комплекса администрации МР Уфимский район Республики Башкортостан,,Республика Башкортостан,Уфимский район,Нач.: Мурдашов Рамиль Рашитович,37.sh@bashkortostan.ru,https://ufim.bashkortostan.ru/,(347) 246-03-58,"450057, г. Уфа, Цюрупы, 6"
Отдел с/х администрации МР Абзелиловский район Республики Башкортостан,,Республика Башкортостан,Абзелиловский район,Нач.: Набиуллин Шаймурат Азатович,01.selhoz@bashkortostan.ru,"https://abzelil.bashkortostan.ru/, https://abzelil.bashkortostan.ru/",(34772) 2-15-02,"453620, с. Аскарово, Ленина, 14"
Отдел с/х администрации МР Альшеевский район Республики Башкортостан,,Республика Башкортостан,Альшеевский район,Нач.: Ахмадышин Данир Анварович,adm02@bashkortostan.ru,https://alshei.bashkortostan.ru/,(34754) 3-07-42,"452120, с. Раевский, Ленина, 113"
Отдел с/х администрации МР Баймакский район Республики Башкортостан,,Республика Башкортостан,Баймакский район,Нач.: Валишин Айнур Азаматович,adm44@bashkortostan.ru,"https://baimak.bashkortostan.ru/, https://baimak.bashkortostan.ru/",(34751) 2-10-88,"453630, г. Баймак, пр-кт С. Юлаева, 36"
Отдел с/х администрации МР Бирский район Республики Башкортостан,,Республика Башкортостан,Бирский район,Зам. главы администрации по вопросам АПК: Семенов Сергей Николаевич,adm47@bashkortostan.ru,"https://birsk.bashkortostan.ru/, https://birsk.bashkortostan.ru/",(34784) 3-12-81,"52450, г. Бирск, Интернациональная, 20, каб. 14"
Отдел с/х администрации МР Благоварский район Республики Башкортостан,,Республика Башкортостан,Благоварский район,зам. главы по вопросам с/х: Ахмадуллин Радик Мунавирович,adm10@bashkortostan.ru,https://blagovar.bashkortostan.ru/,"(34747) 2-20-57, 2-28-98","452740, с. Языково, Ленина, 37"
Отдел с/х администрации МР Благовещенский район Республики Башкортостан,,Республика Башкортостан,Благовещенский район,Нач.: Рахимов Рустам Маратович,upr_sx15@mail.ru,https://blagoveshensk.bashkortostan.ru/,(34766) 2-21-04,"453431, г. Благовещенск, Седова, 96"
Отдел с/х администрации МР Дюртюлинский район Республики Башкортостан,,Республика Башкортостан,Дюртюлинский район,Зам. нач.: Янсубаев Эдуард Егорович,ush-22@mail.ru,https://durtuli.bashkortostan.ru/,"(34787) 2-21-58, (34787) 2-12-47, 2-22-05, 2-22-58","452320, г. Дюртюли, Чеверева, 41"
Отдел с/х администрации МР Ермекеевский район Республики Башкортостан,,Республика Башкортостан,Ермекеевский район,Нач.: Ханнанов Ахияр Газдалиевич,ermush@ufamts.ru,https://ermekeevo.bashkortostan.ru/,"(34741) 2-25-02, 2-25-69","452190, с. Ермекеево, Ленина, 15"
Отдел с/х администрации МР Зианчуринский район РБ,,Республика Башкортостан,Зианчуринский район,Нач.: Ярмухаметов Самат Фиркатович,zian-ush@yandex.ru,https://zianchura.bashkortostan.ru/,"(34785) 2-12-63, 2-14-32","453380, с. Исянгулово, Советская, 3"
Отдел с/х администрации МР Иглинский район Республики Башкортостан,,Республика Башкортостан,Иглинский район,Нач.: Гайнанова Альбина Васиятулловна,osx.iglino@mail.ru,https://iglino.bashkortostan.ru/,(34795) 2-11-79,"452410, с. Иглино, Ленина, 58"
Отдел с/х администрации МР Караидельский район РБ,,Республика Башкортостан,Караидельский район,Глава: Шайдуллин Айдар Ангамович,adm22@bashkortostan.ru,https://karaidel.bashkortostan.ru/,(34744) 2-16-00,"452360, с. Караидель, Ленина, 24"
Отдел с/х администрации МР Кигинский район Республики Башкортостан,,Республика Башкортостан,Кигинский район,Нач.: Шангаряев Айнур Анурович,tnc_63@mail.ru,https://kigi.bashkortostan.ru/,(34748) 3-71-74,"452500, с. Верхние Киги, Салавата, 2"
Отдел с/х администрации МР Краснокамский район Республики Башкортостан,,Республика Башкортостан,Краснокамский район,Нач.: Шайдуллина Миляуша Индусовна,krasnokam_ush@mail.ru,https://krasnokama.bashkortostan.ru/,(34759) 7-71-81,"452930, с. Николо-Березовка, Карла Маркса, 3"
Отдел с/х администрации МР Кугарчинский район РБ,,Республика Башкортостан,Кугарчинский район,Нач.: Чижков Павел Александрович,ush-kugarchi@yandex.ru,https://admkugarchi.bashkortostan.ru/,"(34789) 2-11-59, (34789) 2-10-70, (93734) 3-51-77","453330, с. Мраково, Ленина, 15"
Отдел с/х администрации МР Кушнаренковский район Республики Башкортостан,,Республика Башкортостан,Кушнаренковский район,Нач.: Нурмухаметов Ильфир Фавзиевич,oshkush@yandex.ru,https://kushnarenkovo.bashkortostan.ru/,"(34780) 5-87-48, 5-83-48","452230, с. Кушнаренково, Октябрьская, 69"
Отдел с/х администрации МР Куюргазинский район Республики Башкортостан,,Республика Башкортостан,Куюргазинский район,Зам. главы адм. по с/х: Ибрагимов Урал Дамирович,adm28@bashkortostan.ru,https://kuyurgaza.bashkortostan.ru/,(34757) 6-11-95,"453360, с. Ермолаево, пр-кт Мира, 10"
Отдел с/х администрации МР Мелеузовский район Республики Башкортостан,,Республика Башкортостан,Мелеузовский район,Нач.: Бикбулатов Ринат Римович,osh@meleuz.bashkortostan.ru,https://meleuz.bashkortostan.ru/,(34764) 3-52-03,"453850, г. Мелеуз, Воровского,11"
Отдел с/х администрации МР Мечетлинский район РБ,,Республика Башкортостан,Мечетлинский район,"первый зам. главы, зам главы администрации района по с/х: Садыков Вадим Раисович",Sadykov.VR@bashkortostan.ru,https://mechetly.bashkortostan.ru/,"(34770) 2-03-29, 2-02-94","452550, с. Большеустьикинское, Ленина, 20"
Отдел с/х администрации МР Мишкинский район Республики Башкортостан,,Республика Башкортостан,Мишкинский район,Нач.: Усманов Дамир Тагирович,adm30@bashkortostan.ru,https://mishkan.bashkortostan.ru/,"2-16-93, 2-10-63, 2-10-73","452340, с. Мишкино, Ленина, 89"
Отдел с/х администрации МР Миякинский район РБ,,Республика Башкортостан,Миякинский район,Нач.: Хасанов Ильдар Васимович,hasanovi.v@yandex.ru,https://miyaki.bashkortostan.ru/,(34788) 2-93-31,"452080, с. Киргиз-Мияки, Ленина, 26"
Отдел с/х администрации МР Нуримановский район РБ,,Республика Башкортостан,Нуримановский район,Зам главы администрации по с/х: Сакаев Глус Флусович,adm32@bashkortostan.ru,https://nuriman.bashkortostan.ru/,(34776) 2-24-13,"452440, с. Красная Горка, Советская, 62"
Отдел с/х администрации МР Салаватский район РБ,,Республика Башкортостан,Салаватский район,Нач.: Хамматов Рамил Гамилович,hammatov.rg@bashkortostan.ru,https://admmaloyaz.bashkortostan.ru/,(34777) 2-08-41,"452490, с. Малояз, Советская, 64"
Отдел с/х администрациии МР Аскинский район Республики Башкортостан,,Республика Башкортостан,Аскинский район,Нач.: Исаков Алмаз Ниязович,adm04@bashkortostan.ru,"https://askino.bashkortostan.ru/, https://askino.bashkortostan.ru/",(34771) 2-13-98,"452880, с. Аскино, Советская, 21"
